"Customer ID","rfm_segment","r_score","f_score","m_score"
15371.0,"111",1,1,1
17662.0,"112",1,1,2
14989.0,"122",1,2,2
17778.0,"111",1,1,1
15662.0,"112",1,1,2
18285.0,"112",1,1,2
18267.0,"121",1,2,1
16481.0,"122",1,2,2
15693.0,"111",1,1,1
17721.0,"112",1,1,2
18153.0,"121",1,2,1
14244.0,"122",1,2,2
13191.0,"131",1,3,1
12416.0,"111",1,1,1
15928.0,"112",1,1,2
14602.0,"121",1,2,1
17439.0,"112",1,1,2
17195.0,"122",1,2,2
14783.0,"122",1,2,2
14726.0,"121",1,2,1
15295.0,"131",1,3,1
13490.0,"111",1,1,1
14091.0,"115",1,1,5
16388.0,"111",1,1,1
13765.0,"122",1,2,2
13944.0,"121",1,2,1
13469.0,"111",1,1,1
14558.0,"123",1,2,3
14402.0,"112",1,1,2
13604.0,"123",1,2,3
17207.0,"132",1,3,2
15477.0,"112",1,1,2
18046.0,"121",1,2,1
15943.0,"112",1,1,2
17209.0,"133",1,3,3
14131.0,"131",1,3,1
17305.0,"114",1,1,4
16273.0,"112",1,1,2
16731.0,"131",1,3,1
17116.0,"132",1,3,2
15927.0,"121",1,2,1
17638.0,"113",1,1,3
13793.0,"111",1,1,1
18148.0,"111",1,1,1
18152.0,"112",1,1,2
16285.0,"121",1,2,1
15875.0,"121",1,2,1
13879.0,"122",1,2,2
17577.0,"122",1,2,2
14018.0,"112",1,1,2
12568.0,"111",1,1,1
15929.0,"113",1,1,3
18253.0,"112",1,1,2
15631.0,"133",1,3,3
18029.0,"122",1,2,2
16534.0,"123",1,2,3
14369.0,"122",1,2,2
16537.0,"111",1,1,1
17488.0,"122",1,2,2
13454.0,"121",1,2,1
15767.0,"111",1,1,1
17661.0,"111",1,1,1
15250.0,"111",1,1,1
13641.0,"133",1,3,3
17907.0,"112",1,1,2
13413.0,"132",1,3,2
15558.0,"121",1,2,1
12954.0,"111",1,1,1
12692.0,"111",1,1,1
13724.0,"131",1,3,1
13688.0,"112",1,1,2
12495.0,"122",1,2,2
13543.0,"134",1,3,4
18051.0,"134",1,3,4
13530.0,"122",1,2,2
12366.0,"112",1,1,2
14604.0,"121",1,2,1
17568.0,"132",1,3,2
17479.0,"122",1,2,2
13902.0,"135",1,3,5
17933.0,"111",1,1,1
18131.0,"111",1,1,1
15496.0,"121",1,2,1
13128.0,"112",1,1,2
15760.0,"111",1,1,1
17445.0,"111",1,1,1
14939.0,"111",1,1,1
16452.0,"122",1,2,2
16508.0,"131",1,3,1
16514.0,"111",1,1,1
14832.0,"111",1,1,1
17916.0,"121",1,2,1
17285.0,"132",1,3,2
17587.0,"131",1,3,1
16397.0,"111",1,1,1
12796.0,"112",1,1,2
12368.0,"123",1,2,3
16911.0,"121",1,2,1
14596.0,"131",1,3,1
16296.0,"144",1,4,4
16970.0,"111",1,1,1
16578.0,"111",1,1,1
12918.0,"111",1,1,1
13445.0,"111",1,1,1
16994.0,"111",1,1,1
13896.0,"122",1,2,2
16002.0,"131",1,3,1
16741.0,"111",1,1,1
17072.0,"122",1,2,2
12663.0,"111",1,1,1
13459.0,"133",1,3,3
15896.0,"111",1,1,1
13100.0,"111",1,1,1
16090.0,"121",1,2,1
13409.0,"111",1,1,1
13401.0,"111",1,1,1
14313.0,"111",1,1,1
15698.0,"111",1,1,1
14330.0,"111",1,1,1
18166.0,"111",1,1,1
14074.0,"111",1,1,1
18187.0,"133",1,3,3
15848.0,"121",1,2,1
13825.0,"131",1,3,1
13053.0,"121",1,2,1
14378.0,"111",1,1,1
14809.0,"123",1,2,3
16502.0,"132",1,3,2
12496.0,"111",1,1,1
13412.0,"122",1,2,2
12861.0,"111",1,1,1
15575.0,"111",1,1,1
17586.0,"111",1,1,1
15742.0,"131",1,3,1
14928.0,"121",1,2,1
12533.0,"143",1,4,3
14706.0,"122",1,2,2
13179.0,"122",1,2,2
16845.0,"121",1,2,1
16704.0,"133",1,3,3
13219.0,"111",1,1,1
15029.0,"112",1,1,2
14200.0,"122",1,2,2
15997.0,"111",1,1,1
17993.0,"131",1,3,1
17539.0,"143",1,4,3
14694.0,"111",1,1,1
17477.0,"133",1,3,3
15770.0,"122",1,2,2
13071.0,"111",1,1,1
14990.0,"132",1,3,2
16941.0,"111",1,1,1
12711.0,"134",1,3,4
15112.0,"111",1,1,1
13640.0,"112",1,1,2
15309.0,"133",1,3,3
15613.0,"122",1,2,2
14160.0,"145",1,4,5
13163.0,"111",1,1,1
17529.0,"144",1,4,4
13197.0,"122",1,2,2
18271.0,"123",1,2,3
16944.0,"111",1,1,1
12786.0,"123",1,2,3
13180.0,"111",1,1,1
13852.0,"111",1,1,1
14791.0,"122",1,2,2
15546.0,"122",1,2,2
12671.0,"134",1,3,4
14914.0,"111",1,1,1
14771.0,"132",1,3,2
14172.0,"132",1,3,2
12459.0,"122",1,2,2
15982.0,"132",1,3,2
17039.0,"134",1,3,4
15771.0,"123",1,2,3
13661.0,"122",1,2,2
17013.0,"111",1,1,1
17452.0,"111",1,1,1
13633.0,"111",1,1,1
14380.0,"111",1,1,1
16840.0,"111",1,1,1
12969.0,"111",1,1,1
15979.0,"122",1,2,2
17626.0,"121",1,2,1
17842.0,"122",1,2,2
13286.0,"133",1,3,3
14845.0,"111",1,1,1
17474.0,"113",1,1,3
12742.0,"133",1,3,3
15273.0,"111",1,1,1
15682.0,"122",1,2,2
16548.0,"111",1,1,1
12780.0,"122",1,2,2
16151.0,"111",1,1,1
15354.0,"111",1,1,1
17825.0,"123",1,2,3
14812.0,"121",1,2,1
12983.0,"122",1,2,2
18134.0,"122",1,2,2
15455.0,"111",1,1,1
17681.0,"112",1,1,2
13625.0,"122",1,2,2
13935.0,"145",1,4,5
17622.0,"133",1,3,3
14917.0,"123",1,2,3
15176.0,"133",1,3,3
13698.0,"132",1,3,2
15849.0,"111",1,1,1
14556.0,"153",1,5,3
17729.0,"122",1,2,2
17240.0,"111",1,1,1
15231.0,"121",1,2,1
17057.0,"132",1,3,2
15474.0,"121",1,2,1
16028.0,"111",1,1,1
15548.0,"121",1,2,1
16585.0,"122",1,2,2
16068.0,"131",1,3,1
18091.0,"122",1,2,2
13609.0,"111",1,1,1
14677.0,"111",1,1,1
17093.0,"111",1,1,1
14743.0,"111",1,1,1
14999.0,"111",1,1,1
17959.0,"111",1,1,1
17185.0,"131",1,3,1
16749.0,"135",1,3,5
12392.0,"111",1,1,1
16408.0,"131",1,3,1
16267.0,"111",1,1,1
15586.0,"133",1,3,3
14471.0,"132",1,3,2
13775.0,"133",1,3,3
14724.0,"132",1,3,2
17605.0,"111",1,1,1
12698.0,"122",1,2,2
15954.0,"121",1,2,1
14650.0,"111",1,1,1
14773.0,"111",1,1,1
15818.0,"112",1,1,2
14683.0,"121",1,2,1
16651.0,"111",1,1,1
17565.0,"121",1,2,1
15229.0,"111",1,1,1
13042.0,"154",1,5,4
13039.0,"133",1,3,3
13393.0,"133",1,3,3
13287.0,"132",1,3,2
18028.0,"111",1,1,1
18111.0,"122",1,2,2
16543.0,"122",1,2,2
15868.0,"111",1,1,1
15591.0,"111",1,1,1
17199.0,"111",1,1,1
13143.0,"122",1,2,2
13342.0,"111",1,1,1
14826.0,"112",1,1,2
17225.0,"111",1,1,1
17798.0,"131",1,3,1
14814.0,"121",1,2,1
18254.0,"112",1,1,2
17028.0,"144",1,4,4
13007.0,"111",1,1,1
13051.0,"111",1,1,1
14941.0,"111",1,1,1
14361.0,"111",1,1,1
13407.0,"144",1,4,4
17563.0,"122",1,2,2
14588.0,"111",1,1,1
18275.0,"123",1,2,3
17077.0,"112",1,1,2
13943.0,"111",1,1,1
16487.0,"121",1,2,1
13222.0,"111",1,1,1
14391.0,"111",1,1,1
12905.0,"133",1,3,3
13834.0,"121",1,2,1
17016.0,"132",1,3,2
14685.0,"155",1,5,5
17484.0,"111",1,1,1
15470.0,"111",1,1,1
16088.0,"114",1,1,4
12549.0,"134",1,3,4
12894.0,"121",1,2,1
13830.0,"111",1,1,1
13400.0,"122",1,2,2
14831.0,"144",1,4,4
16077.0,"113",1,1,3
16922.0,"143",1,4,3
16507.0,"131",1,3,1
14982.0,"131",1,3,1
13432.0,"142",1,4,2
18157.0,"121",1,2,1
14678.0,"122",1,2,2
14017.0,"111",1,1,1
13905.0,"111",1,1,1
15391.0,"112",1,1,2
15282.0,"122",1,2,2
14325.0,"121",1,2,1
13164.0,"112",1,1,2
17184.0,"111",1,1,1
16564.0,"111",1,1,1
16664.0,"111",1,1,1
16615.0,"122",1,2,2
13616.0,"122",1,2,2
15559.0,"133",1,3,3
14464.0,"111",1,1,1
18208.0,"122",1,2,2
14010.0,"122",1,2,2
16831.0,"111",1,1,1
14394.0,"111",1,1,1
18052.0,"115",1,1,5
15086.0,"111",1,1,1
18000.0,"111",1,1,1
12773.0,"111",1,1,1
13768.0,"133",1,3,3
14993.0,"111",1,1,1
15217.0,"122",1,2,2
16328.0,"112",1,1,2
16844.0,"123",1,2,3
17074.0,"111",1,1,1
16067.0,"145",1,4,5
16046.0,"121",1,2,1
15278.0,"122",1,2,2
15340.0,"111",1,1,1
15878.0,"132",1,3,2
16695.0,"121",1,2,1
18163.0,"133",1,3,3
17583.0,"111",1,1,1
16035.0,"121",1,2,1
12499.0,"122",1,2,2
17617.0,"121",1,2,1
15711.0,"122",1,2,2
18038.0,"121",1,2,1
15715.0,"133",1,3,3
15305.0,"111",1,1,1
12677.0,"122",1,2,2
14033.0,"111",1,1,1
17845.0,"133",1,3,3
16896.0,"121",1,2,1
15359.0,"121",1,2,1
17216.0,"111",1,1,1
16798.0,"143",1,4,3
13175.0,"133",1,3,3
12675.0,"143",1,4,3
15731.0,"111",1,1,1
18206.0,"122",1,2,2
18234.0,"121",1,2,1
16335.0,"154",1,5,4
12911.0,"154",1,5,4
15956.0,"123",1,2,3
17915.0,"121",1,2,1
13056.0,"121",1,2,1
18137.0,"121",1,2,1
17009.0,"111",1,1,1
14786.0,"111",1,1,1
18100.0,"122",1,2,2
17784.0,"121",1,2,1
17543.0,"111",1,1,1
18103.0,"111",1,1,1
14671.0,"133",1,3,3
14308.0,"111",1,1,1
17417.0,"111",1,1,1
17808.0,"122",1,2,2
15352.0,"121",1,2,1
17971.0,"121",1,2,1
16604.0,"112",1,1,2
13020.0,"133",1,3,3
15183.0,"133",1,3,3
16862.0,"123",1,2,3
13438.0,"111",1,1,1
15684.0,"111",1,1,1
17902.0,"121",1,2,1
13794.0,"111",1,1,1
17246.0,"111",1,1,1
16547.0,"121",1,2,1
17546.0,"111",1,1,1
14255.0,"111",1,1,1
13231.0,"111",1,1,1
13619.0,"131",1,3,1
16132.0,"123",1,2,3
13190.0,"122",1,2,2
13383.0,"112",1,1,2
18020.0,"111",1,1,1
15905.0,"121",1,2,1
17922.0,"111",1,1,1
17020.0,"133",1,3,3
15816.0,"111",1,1,1
16622.0,"111",1,1,1
15926.0,"111",1,1,1
15040.0,"111",1,1,1
13586.0,"121",1,2,1
14374.0,"111",1,1,1
17401.0,"111",1,1,1
16538.0,"132",1,3,2
13112.0,"111",1,1,1
16492.0,"122",1,2,2
13608.0,"121",1,2,1
13335.0,"111",1,1,1
16925.0,"121",1,2,1
17953.0,"121",1,2,1
18023.0,"111",1,1,1
16661.0,"143",1,4,3
16981.0,"111",1,1,1
15718.0,"122",1,2,2
17610.0,"144",1,4,4
17399.0,"111",1,1,1
14919.0,"112",1,1,2
12932.0,"144",1,4,4
13676.0,"111",1,1,1
15538.0,"125",1,2,5
16486.0,"111",1,1,1
18128.0,"132",1,3,2
16390.0,"122",1,2,2
15126.0,"122",1,2,2
17192.0,"121",1,2,1
12634.0,"122",1,2,2
12774.0,"111",1,1,1
14874.0,"111",1,1,1
12810.0,"122",1,2,2
13942.0,"112",1,1,2
14509.0,"121",1,2,1
15991.0,"111",1,1,1
17304.0,"111",1,1,1
15913.0,"111",1,1,1
15323.0,"122",1,2,2
17099.0,"132",1,3,2
18214.0,"134",1,3,4
15102.0,"122",1,2,2
13585.0,"133",1,3,3
16453.0,"111",1,1,1
13057.0,"132",1,3,2
16733.0,"112",1,1,2
17437.0,"132",1,3,2
16683.0,"122",1,2,2
12741.0,"112",1,1,2
12485.0,"123",1,2,3
12799.0,"111",1,1,1
14774.0,"111",1,1,1
13620.0,"111",1,1,1
17332.0,"143",1,4,3
12746.0,"121",1,2,1
15486.0,"111",1,1,1
17748.0,"122",1,2,2
14835.0,"112",1,1,2
15851.0,"111",1,1,1
14366.0,"111",1,1,1
13125.0,"121",1,2,1
12529.0,"122",1,2,2
16974.0,"112",1,1,2
12469.0,"135",1,3,5
16158.0,"123",1,2,3
14900.0,"111",1,1,1
12730.0,"133",1,3,3
12825.0,"122",1,2,2
14876.0,"111",1,1,1
14279.0,"111",1,1,1
12632.0,"133",1,3,3
15137.0,"133",1,3,3
16443.0,"111",1,1,1
17129.0,"111",1,1,1
16649.0,"122",1,2,2
15056.0,"111",1,1,1
16544.0,"111",1,1,1
14695.0,"144",1,4,4
18279.0,"111",1,1,1
13997.0,"132",1,3,2
13337.0,"144",1,4,4
14580.0,"111",1,1,1
13612.0,"133",1,3,3
13595.0,"143",1,4,3
14516.0,"121",1,2,1
17847.0,"111",1,1,1
13779.0,"121",1,2,1
18238.0,"112",1,1,2
15650.0,"122",1,2,2
14069.0,"131",1,3,1
17773.0,"133",1,3,3
18197.0,"111",1,1,1
13872.0,"133",1,3,3
15941.0,"111",1,1,1
15259.0,"133",1,3,3
14007.0,"111",1,1,1
13559.0,"113",1,1,3
17559.0,"111",1,1,1
15542.0,"153",1,5,3
14084.0,"111",1,1,1
16251.0,"121",1,2,1
16435.0,"143",1,4,3
14486.0,"111",1,1,1
14430.0,"133",1,3,3
13074.0,"124",1,2,4
18021.0,"121",1,2,1
17541.0,"121",1,2,1
17261.0,"131",1,3,1
14563.0,"143",1,4,3
15633.0,"155",1,5,5
14674.0,"111",1,1,1
16467.0,"124",1,2,4
13734.0,"125",1,2,5
17395.0,"111",1,1,1
14797.0,"112",1,1,2
14061.0,"123",1,2,3
13913.0,"111",1,1,1
16736.0,"145",1,4,5
14858.0,"111",1,1,1
16165.0,"111",1,1,1
17177.0,"121",1,2,1
13788.0,"111",1,1,1
17113.0,"144",1,4,4
14166.0,"131",1,3,1
12595.0,"122",1,2,2
18132.0,"131",1,3,1
17112.0,"131",1,3,1
16075.0,"133",1,3,3
15946.0,"124",1,2,4
15431.0,"111",1,1,1
13201.0,"144",1,4,4
16894.0,"154",1,5,4
14938.0,"134",1,3,4
12813.0,"134",1,3,4
17494.0,"111",1,1,1
14435.0,"111",1,1,1
14115.0,"123",1,2,3
17224.0,"111",1,1,1
15015.0,"154",1,5,4
13855.0,"134",1,3,4
14384.0,"111",1,1,1
18026.0,"124",1,2,4
16219.0,"111",1,1,1
17918.0,"132",1,3,2
15788.0,"111",1,1,1
15284.0,"111",1,1,1
15331.0,"133",1,3,3
13796.0,"122",1,2,2
16937.0,"131",1,3,1
18264.0,"123",1,2,3
14833.0,"111",1,1,1
14028.0,"115",1,1,5
12737.0,"115",1,1,5
17168.0,"122",1,2,2
13371.0,"144",1,4,4
13766.0,"121",1,2,1
15200.0,"122",1,2,2
18207.0,"122",1,2,2
13679.0,"132",1,3,2
17665.0,"122",1,2,2
14253.0,"112",1,1,2
12998.0,"133",1,3,3
16417.0,"111",1,1,1
15798.0,"144",1,4,4
15873.0,"111",1,1,1
15387.0,"122",1,2,2
16334.0,"132",1,3,2
15403.0,"111",1,1,1
12525.0,"143",1,4,3
14043.0,"132",1,3,2
15908.0,"133",1,3,3
16196.0,"111",1,1,1
16939.0,"132",1,3,2
14575.0,"132",1,3,2
13653.0,"111",1,1,1
13783.0,"114",1,1,4
15013.0,"154",1,5,4
15595.0,"112",1,1,2
13084.0,"111",1,1,1
17482.0,"133",1,3,3
12745.0,"123",1,2,3
13839.0,"111",1,1,1
14144.0,"111",1,1,1
16632.0,"122",1,2,2
14822.0,"111",1,1,1
14736.0,"142",1,4,2
17156.0,"132",1,3,2
14630.0,"122",1,2,2
12959.0,"111",1,1,1
12542.0,"132",1,3,2
13511.0,"111",1,1,1
14153.0,"121",1,2,1
15893.0,"112",1,1,2
16631.0,"144",1,4,4
14996.0,"132",1,3,2
14097.0,"132",1,3,2
14872.0,"133",1,3,3
12687.0,"144",1,4,4
13063.0,"111",1,1,1
15008.0,"112",1,1,2
14011.0,"122",1,2,2
14531.0,"122",1,2,2
14749.0,"122",1,2,2
15072.0,"111",1,1,1
15268.0,"123",1,2,3
17627.0,"112",1,1,2
15310.0,"134",1,3,4
12801.0,"133",1,3,3
17745.0,"123",1,2,3
14521.0,"121",1,2,1
16286.0,"122",1,2,2
17699.0,"122",1,2,2
16890.0,"122",1,2,2
16562.0,"121",1,2,1
18286.0,"134",1,3,4
16294.0,"111",1,1,1
15702.0,"121",1,2,1
15055.0,"142",1,4,2
16004.0,"144",1,4,4
17471.0,"122",1,2,2
14767.0,"122",1,2,2
16234.0,"112",1,1,2
18140.0,"132",1,3,2
14187.0,"111",1,1,1
15003.0,"153",1,5,3
16396.0,"111",1,1,1
13123.0,"132",1,3,2
16299.0,"111",1,1,1
13415.0,"143",1,4,3
12765.0,"134",1,3,4
13361.0,"124",1,2,4
17336.0,"111",1,1,1
15666.0,"133",1,3,3
17292.0,"112",1,1,2
18124.0,"121",1,2,1
14787.0,"111",1,1,1
14260.0,"133",1,3,3
17963.0,"143",1,4,3
13150.0,"112",1,1,2
14026.0,"133",1,3,3
14268.0,"122",1,2,2
17005.0,"123",1,2,3
12800.0,"122",1,2,2
16375.0,"111",1,1,1
16288.0,"111",1,1,1
16197.0,"144",1,4,4
13478.0,"144",1,4,4
16870.0,"122",1,2,2
17270.0,"133",1,3,3
15784.0,"133",1,3,3
15430.0,"133",1,3,3
15166.0,"111",1,1,1
13540.0,"123",1,2,3
17792.0,"132",1,3,2
12804.0,"132",1,3,2
14433.0,"142",1,4,2
13714.0,"121",1,2,1
17145.0,"155",1,5,5
16819.0,"121",1,2,1
14025.0,"145",1,4,5
16290.0,"144",1,4,4
17599.0,"111",1,1,1
12771.0,"112",1,1,2
17215.0,"111",1,1,1
13399.0,"112",1,1,2
18258.0,"134",1,3,4
13024.0,"122",1,2,2
17753.0,"132",1,3,2
12898.0,"122",1,2,2
13472.0,"123",1,2,3
13916.0,"134",1,3,4
12788.0,"122",1,2,2
18182.0,"112",1,1,2
14283.0,"133",1,3,3
15191.0,"123",1,2,3
15564.0,"111",1,1,1
15779.0,"111",1,1,1
15094.0,"111",1,1,1
16993.0,"124",1,2,4
14058.0,"122",1,2,2
14086.0,"111",1,1,1
15378.0,"111",1,1,1
16100.0,"122",1,2,2
13346.0,"112",1,1,2
16289.0,"121",1,2,1
15461.0,"112",1,1,2
15751.0,"144",1,4,4
14318.0,"111",1,1,1
16246.0,"143",1,4,3
14949.0,"122",1,2,2
12859.0,"122",1,2,2
12819.0,"122",1,2,2
15741.0,"111",1,1,1
13683.0,"111",1,1,1
13076.0,"111",1,1,1
15141.0,"144",1,4,4
12777.0,"122",1,2,2
12761.0,"123",1,2,3
12575.0,"133",1,3,3
15627.0,"122",1,2,2
12440.0,"123",1,2,3
15972.0,"144",1,4,4
12460.0,"122",1,2,2
16095.0,"122",1,2,2
17762.0,"121",1,2,1
16032.0,"154",1,5,4
15077.0,"124",1,2,4
14444.0,"111",1,1,1
12760.0,"122",1,2,2
17369.0,"113",1,1,3
14445.0,"121",1,2,1
13965.0,"123",1,2,3
14635.0,"111",1,1,1
16815.0,"132",1,3,2
16608.0,"144",1,4,4
15824.0,"123",1,2,3
16860.0,"134",1,3,4
13250.0,"121",1,2,1
13613.0,"133",1,3,3
15401.0,"111",1,1,1
13129.0,"111",1,1,1
17132.0,"144",1,4,4
17801.0,"143",1,4,3
13312.0,"111",1,1,1
17149.0,"111",1,1,1
14370.0,"133",1,3,3
13041.0,"123",1,2,3
15685.0,"121",1,2,1
15629.0,"134",1,3,4
12482.0,"155",1,5,5
15962.0,"132",1,3,2
15362.0,"133",1,3,3
16371.0,"111",1,1,1
12554.0,"122",1,2,2
13443.0,"154",1,5,4
15911.0,"154",1,5,4
12543.0,"133",1,3,3
13998.0,"122",1,2,2
18089.0,"112",1,1,2
16524.0,"132",1,3,2
13465.0,"123",1,2,3
13702.0,"111",1,1,1
17055.0,"121",1,2,1
12850.0,"112",1,1,2
14668.0,"111",1,1,1
14906.0,"111",1,1,1
16886.0,"111",1,1,1
12751.0,"132",1,3,2
17161.0,"133",1,3,3
15966.0,"122",1,2,2
13424.0,"132",1,3,2
16646.0,"123",1,2,3
14933.0,"113",1,1,3
14182.0,"133",1,3,3
17840.0,"131",1,3,1
14372.0,"133",1,3,3
13910.0,"111",1,1,1
13205.0,"114",1,1,4
13288.0,"113",1,1,3
15761.0,"111",1,1,1
16857.0,"112",1,1,2
13264.0,"133",1,3,3
18107.0,"131",1,3,1
17743.0,"111",1,1,1
14992.0,"121",1,2,1
17021.0,"133",1,3,3
17032.0,"154",1,5,4
16675.0,"123",1,2,3
14094.0,"132",1,3,2
14611.0,"133",1,3,3
15616.0,"112",1,1,2
16636.0,"135",1,3,5
16264.0,"133",1,3,3
13687.0,"135",1,3,5
17280.0,"111",1,1,1
14228.0,"133",1,3,3
14634.0,"144",1,4,4
15871.0,"111",1,1,1
18049.0,"142",1,4,2
16237.0,"111",1,1,1
12964.0,"121",1,2,1
13701.0,"111",1,1,1
13281.0,"122",1,2,2
13433.0,"123",1,2,3
12946.0,"122",1,2,2
13797.0,"143",1,4,3
16783.0,"122",1,2,2
14843.0,"111",1,1,1
17257.0,"111",1,1,1
13105.0,"111",1,1,1
12661.0,"111",1,1,1
14230.0,"123",1,2,3
13729.0,"133",1,3,3
16522.0,"122",1,2,2
14707.0,"111",1,1,1
13966.0,"122",1,2,2
12806.0,"135",1,3,5
14742.0,"122",1,2,2
16958.0,"133",1,3,3
16044.0,"122",1,2,2
14269.0,"122",1,2,2
17533.0,"111",1,1,1
14225.0,"144",1,4,4
12696.0,"133",1,3,3
15190.0,"133",1,3,3
