"Customer ID","cohort_month","Country","Number of unique Invoice","recency_days","frequency","monetary","r_score","f_score","m_score"
14879.0,2010-01-01 00:00:00.000,United Kingdom,1,684,27,185.06,1,2,1
13036.0,2010-01-01 00:00:00.000,United Kingdom,1,684,6,307.10,1,1,2
14070.0,2010-01-01 00:00:00.000,United Kingdom,1,684,42,326.55,1,3,2
14751.0,2009-12-01 00:00:00.000,United Kingdom,2,683,7,126.45,1,1,1
14519.0,2009-12-01 00:00:00.000,United Kingdom,2,683,39,206.09,1,3,1
14376.0,2010-01-01 00:00:00.000,United Kingdom,1,682,18,215.46,1,2,1
12439.0,2009-12-01 00:00:00.000,Cyprus,3,682,75,1104.48,1,3,3
12606.0,2010-01-01 00:00:00.000,Spain,1,681,1,21.00,1,1,1
16154.0,2010-01-01 00:00:00.000,United Kingdom,1,681,1,-10.50,1,1,1
15383.0,2010-01-01 00:00:00.000,United Kingdom,1,681,1,-10.50,1,1,1
13054.0,2010-01-01 00:00:00.000,United Kingdom,1,681,1,-14.00,1,1,1
12382.0,2010-01-01 00:00:00.000,Netherlands,1,681,1,-18.38,1,1,1
12404.0,2010-01-01 00:00:00.000,Finland,1,681,1,63.24,1,1,1
12706.0,2010-01-01 00:00:00.000,Finland,1,681,1,-91.89,1,1,1
16291.0,2010-01-01 00:00:00.000,Portugal,1,681,1,117.72,1,1,1
12466.0,2010-01-01 00:00:00.000,France,1,681,1,56.73,1,1,1
12555.0,2010-01-01 00:00:00.000,Spain,1,681,1,129.23,1,1,1
12846.0,2010-01-01 00:00:00.000,United Kingdom,1,681,1,15.58,1,1,1
16575.0,2010-01-01 00:00:00.000,United Kingdom,1,681,1,-10.49,1,1,1
13664.0,2010-01-01 00:00:00.000,United Kingdom,1,681,1,-13.14,1,1,1
16047.0,2010-01-01 00:00:00.000,EIRE,1,681,1,107.14,1,1,1
15959.0,2010-01-01 00:00:00.000,United Kingdom,3,681,78,579.49,1,4,2
17130.0,2010-01-01 00:00:00.000,United Kingdom,1,681,1,-18.38,1,1,1
15357.0,2010-01-01 00:00:00.000,Unspecified,1,681,1,-36.75,1,1,1
13528.0,2010-01-01 00:00:00.000,United Kingdom,1,681,1,-40.00,1,1,1
12570.0,2010-01-01 00:00:00.000,Spain,1,681,1,77.52,1,1,1
16051.0,2010-01-01 00:00:00.000,United Kingdom,1,681,12,188.44,1,1,1
14137.0,2010-01-01 00:00:00.000,United Kingdom,2,681,14,294.10,1,1,2
12869.0,2010-01-01 00:00:00.000,United Kingdom,1,681,37,337.67,1,2,2
17982.0,2010-01-01 00:00:00.000,United Kingdom,1,680,13,138.18,1,1,1
14613.0,2010-01-01 00:00:00.000,United Kingdom,1,679,1,76.32,1,1,1
16137.0,2010-01-01 00:00:00.000,United Kingdom,1,679,28,422.70,1,2,2
17943.0,2010-01-01 00:00:00.000,United Kingdom,1,679,1,-165.03,1,1,1
15487.0,2010-01-01 00:00:00.000,United Kingdom,1,679,14,231.32,1,1,1
16802.0,2009-12-01 00:00:00.000,United Kingdom,2,678,53,582.61,1,3,2
16673.0,2010-01-01 00:00:00.000,United Kingdom,1,678,20,188.83,1,2,1
15588.0,2010-01-01 00:00:00.000,United Kingdom,1,677,4,579.60,1,1,2
13392.0,2010-01-01 00:00:00.000,United Kingdom,1,676,8,91.14,1,1,1
15338.0,2010-01-01 00:00:00.000,United Kingdom,1,676,60,283.43,1,3,2
14637.0,2010-01-01 00:00:00.000,United Kingdom,1,676,7,106.68,1,1,1
15317.0,2009-12-01 00:00:00.000,United Kingdom,2,676,6,112.05,1,1,1
13628.0,2010-02-01 00:00:00.000,United Kingdom,1,675,16,310.14,1,1,2
18199.0,2010-01-01 00:00:00.000,United Kingdom,2,675,21,342.20,1,2,2
18175.0,2010-02-01 00:00:00.000,United Kingdom,1,675,7,176.10,1,1,1
12848.0,2010-02-01 00:00:00.000,United Kingdom,1,675,16,208.00,1,1,1
13553.0,2010-02-01 00:00:00.000,United Kingdom,1,674,94,517.80,1,4,2
13757.0,2010-02-01 00:00:00.000,United Kingdom,1,674,8,195.55,1,1,1
12396.0,2010-02-01 00:00:00.000,RSA,1,673,65,931.43,1,3,3
14545.0,2010-02-01 00:00:00.000,United Kingdom,1,673,23,349.25,1,2,2
14151.0,2009-12-01 00:00:00.000,United Kingdom,3,672,45,666.70,1,3,3
17328.0,2010-02-01 00:00:00.000,United Kingdom,1,672,6,104.70,1,1,1
13234.0,2009-12-01 00:00:00.000,United Kingdom,2,672,63,356.95,1,3,2
13009.0,2010-02-01 00:00:00.000,United Kingdom,1,672,4,234.00,1,1,1
16082.0,2010-02-01 00:00:00.000,United Kingdom,1,669,16,106.75,1,2,1
14884.0,2010-02-01 00:00:00.000,United Kingdom,1,668,8,120.60,1,1,1
18070.0,2009-12-01 00:00:00.000,United Kingdom,2,668,10,307.75,1,1,2
17319.0,2010-02-01 00:00:00.000,United Kingdom,1,668,3,29.10,1,1,1
17294.0,2010-02-01 00:00:00.000,United Kingdom,2,668,17,467.79,1,2,2
15892.0,2010-02-01 00:00:00.000,United Kingdom,1,668,38,128.20,1,3,1
13119.0,2010-02-01 00:00:00.000,United Kingdom,1,668,11,134.90,1,1,1
15082.0,2010-02-01 00:00:00.000,United Kingdom,1,668,6,93.35,1,1,1
17810.0,2010-01-01 00:00:00.000,United Kingdom,3,668,57,344.86,1,3,2
16436.0,2009-12-01 00:00:00.000,United Kingdom,4,667,43,242.04,1,3,1
16530.0,2010-02-01 00:00:00.000,United Kingdom,1,667,3,48.35,1,1,1
12776.0,2010-02-01 00:00:00.000,Portugal,1,667,4,55.50,1,1,1
17780.0,2010-01-01 00:00:00.000,United Kingdom,3,666,81,352.91,1,4,2
17575.0,2010-02-01 00:00:00.000,United Kingdom,1,666,5,171.70,1,1,1
13442.0,2009-12-01 00:00:00.000,United Kingdom,3,666,38,419.87,1,2,2
16577.0,2010-02-01 00:00:00.000,United Kingdom,1,666,23,380.00,1,2,2
15765.0,2010-02-01 00:00:00.000,United Kingdom,1,666,25,370.63,1,2,2
14072.0,2010-02-01 00:00:00.000,United Kingdom,1,666,19,390.85,1,2,2
14190.0,2010-02-01 00:00:00.000,United Kingdom,1,665,1,79.90,1,1,1
15293.0,2010-02-01 00:00:00.000,United Kingdom,1,665,19,247.50,1,2,1
14103.0,2010-02-01 00:00:00.000,United Kingdom,1,664,1,0.00,1,1,1
14827.0,2010-02-01 00:00:00.000,United Kingdom,1,664,1,0.00,1,1,1
16822.0,2009-12-01 00:00:00.000,United Kingdom,3,663,13,144.84,1,1,1
17108.0,2010-02-01 00:00:00.000,United Kingdom,1,663,9,174.95,1,1,1
15964.0,2010-02-01 00:00:00.000,United Kingdom,1,662,21,272.96,1,2,2
14943.0,2010-02-01 00:00:00.000,United Kingdom,1,662,5,107.62,1,1,1
17136.0,2010-02-01 00:00:00.000,United Kingdom,1,661,14,231.68,1,1,1
15371.0,2010-02-01 00:00:00.000,United Kingdom,1,661,1,59.40,1,1,1
17662.0,2009-12-01 00:00:00.000,United Kingdom,2,661,15,412.92,1,1,2
14989.0,2010-02-01 00:00:00.000,United Kingdom,1,661,18,342.40,1,2,2
17778.0,2010-02-01 00:00:00.000,United Kingdom,1,661,10,197.70,1,1,1
15662.0,2009-12-01 00:00:00.000,United Kingdom,2,660,12,283.73,1,1,2
18285.0,2010-02-01 00:00:00.000,United Kingdom,1,660,12,427.00,1,1,2
18267.0,2010-02-01 00:00:00.000,United Kingdom,2,659,20,252.87,1,2,1
16481.0,2010-01-01 00:00:00.000,United Kingdom,3,659,20,428.23,1,2,2
15693.0,2010-02-01 00:00:00.000,United Kingdom,1,658,1,37.50,1,1,1
17721.0,2010-02-01 00:00:00.000,United Kingdom,1,658,11,307.21,1,1,2
18153.0,2010-02-01 00:00:00.000,United Kingdom,1,658,17,246.22,1,2,1
14244.0,2010-02-01 00:00:00.000,United Kingdom,2,658,20,354.82,1,2,2
13191.0,2010-02-01 00:00:00.000,United Kingdom,1,657,59,164.69,1,3,1
12416.0,2010-02-01 00:00:00.000,Australia,1,656,11,202.56,1,1,1
15928.0,2010-02-01 00:00:00.000,United Kingdom,1,655,11,293.53,1,1,2
14602.0,2010-02-01 00:00:00.000,United Kingdom,1,655,31,205.36,1,2,1
17439.0,2010-02-01 00:00:00.000,United Kingdom,1,655,8,325.74,1,1,2
17195.0,2010-02-01 00:00:00.000,United Kingdom,1,654,31,562.98,1,2,2
14783.0,2010-02-01 00:00:00.000,United Kingdom,2,654,18,305.35,1,2,2
14726.0,2010-02-01 00:00:00.000,United Kingdom,1,654,19,124.75,1,2,1
15295.0,2010-02-01 00:00:00.000,United Kingdom,1,653,53,217.24,1,3,1
13490.0,2010-02-01 00:00:00.000,United Kingdom,1,653,8,154.25,1,1,1
14091.0,2010-01-01 00:00:00.000,United Kingdom,2,653,13,9530.08,1,1,5
16388.0,2010-02-01 00:00:00.000,United Kingdom,1,653,13,186.05,1,1,1
13765.0,2010-02-01 00:00:00.000,United Kingdom,1,652,17,352.82,1,2,2
13944.0,2010-02-01 00:00:00.000,United Kingdom,1,652,35,200.43,1,2,1
13469.0,2010-02-01 00:00:00.000,United Kingdom,1,652,6,82.40,1,1,1
14558.0,2009-12-01 00:00:00.000,United Kingdom,5,652,17,614.10,1,2,3
14402.0,2010-02-01 00:00:00.000,United Kingdom,1,651,8,285.60,1,1,2
13604.0,2010-02-01 00:00:00.000,United Kingdom,2,651,23,713.39,1,2,3
17207.0,2010-02-01 00:00:00.000,United Kingdom,1,651,67,303.22,1,3,2
15477.0,2010-02-01 00:00:00.000,United Kingdom,1,649,2,368.40,1,1,2
18046.0,2010-02-01 00:00:00.000,United Kingdom,1,649,26,189.63,1,2,1
15943.0,2010-01-01 00:00:00.000,United Kingdom,2,649,12,271.29,1,1,2
17209.0,2009-12-01 00:00:00.000,United Kingdom,3,648,40,611.60,1,3,3
14131.0,2010-03-01 00:00:00.000,United Kingdom,1,648,52,187.87,1,3,1
17305.0,2010-03-01 00:00:00.000,United Kingdom,1,648,9,2135.46,1,1,4
16273.0,2010-02-01 00:00:00.000,United Kingdom,2,647,16,336.04,1,1,2
16731.0,2010-03-01 00:00:00.000,United Kingdom,1,647,43,174.05,1,3,1
17116.0,2010-03-01 00:00:00.000,United Kingdom,1,647,47,389.78,1,3,2
15927.0,2010-03-01 00:00:00.000,United Kingdom,1,646,17,123.39,1,2,1
17638.0,2009-12-01 00:00:00.000,United Kingdom,2,646,3,842.40,1,1,3
13793.0,2010-03-01 00:00:00.000,United Kingdom,1,646,7,96.00,1,1,1
18148.0,2010-03-01 00:00:00.000,United Kingdom,1,646,11,114.10,1,1,1
18152.0,2010-03-01 00:00:00.000,United Kingdom,1,645,10,426.69,1,1,2
16285.0,2010-03-01 00:00:00.000,United Kingdom,1,645,31,176.90,1,2,1
15875.0,2010-03-01 00:00:00.000,United Kingdom,1,645,25,111.72,1,2,1
13879.0,2010-03-01 00:00:00.000,United Kingdom,1,645,25,395.50,1,2,2
17577.0,2010-02-01 00:00:00.000,United Kingdom,2,644,21,348.75,1,2,2
14018.0,2010-03-01 00:00:00.000,United Kingdom,1,644,13,367.15,1,1,2
12568.0,2010-03-01 00:00:00.000,Germany,1,644,5,70.00,1,1,1
15929.0,2010-03-01 00:00:00.000,United Kingdom,1,643,1,594.00,1,1,3
18253.0,2010-03-01 00:00:00.000,United Kingdom,1,642,7,317.88,1,1,2
15631.0,2010-03-01 00:00:00.000,United Kingdom,1,641,39,596.67,1,3,3
18029.0,2010-03-01 00:00:00.000,United Kingdom,1,641,18,433.77,1,2,2
16534.0,2010-03-01 00:00:00.000,United Kingdom,1,641,36,635.90,1,2,3
14369.0,2010-02-01 00:00:00.000,United Kingdom,2,641,26,469.13,1,2,2
16537.0,2010-03-01 00:00:00.000,United Kingdom,1,640,4,23.35,1,1,1
17488.0,2010-03-01 00:00:00.000,United Kingdom,1,640,18,336.50,1,2,2
13454.0,2010-03-01 00:00:00.000,United Kingdom,1,640,23,219.87,1,2,1
15767.0,2009-12-01 00:00:00.000,United Kingdom,2,640,9,-242.70,1,1,1
17661.0,2010-03-01 00:00:00.000,United Kingdom,1,640,1,-54.00,1,1,1
15250.0,2010-03-01 00:00:00.000,United Kingdom,1,640,3,60.00,1,1,1
13641.0,2009-12-01 00:00:00.000,United Kingdom,7,640,50,921.82,1,3,3
17907.0,2010-03-01 00:00:00.000,United Kingdom,1,640,13,291.76,1,1,2
13413.0,2010-01-01 00:00:00.000,United Kingdom,8,639,45,345.80,1,3,2
15558.0,2010-03-01 00:00:00.000,United Kingdom,2,638,26,143.33,1,2,1
12954.0,2010-03-01 00:00:00.000,United Kingdom,1,638,10,162.45,1,1,1
12692.0,2010-03-01 00:00:00.000,France,1,636,13,110.95,1,1,1
13724.0,2010-03-01 00:00:00.000,United Kingdom,1,636,42,213.01,1,3,1
13688.0,2010-03-01 00:00:00.000,United Kingdom,1,634,5,375.50,1,1,2
12495.0,2010-03-01 00:00:00.000,Sweden,2,634,19,323.40,1,2,2
13543.0,2010-01-01 00:00:00.000,United Kingdom,2,633,47,1439.61,1,3,4
18051.0,2009-12-01 00:00:00.000,United Kingdom,8,633,58,2275.98,1,3,4
13530.0,2010-03-01 00:00:00.000,United Kingdom,1,633,18,402.98,1,2,2
12366.0,2010-03-01 00:00:00.000,Cyprus,1,633,3,500.24,1,1,2
14604.0,2010-03-01 00:00:00.000,United Kingdom,1,632,23,143.86,1,2,1
17568.0,2010-03-01 00:00:00.000,United Kingdom,1,632,65,382.79,1,3,2
17479.0,2010-03-01 00:00:00.000,United Kingdom,1,632,18,389.26,1,2,2
13902.0,2009-12-01 00:00:00.000,Denmark,8,631,67,30411.26,1,3,5
17933.0,2010-03-01 00:00:00.000,United Kingdom,1,631,14,114.69,1,1,1
18131.0,2010-03-01 00:00:00.000,United Kingdom,1,631,4,222.96,1,1,1
15496.0,2010-03-01 00:00:00.000,United Kingdom,1,630,22,146.14,1,2,1
13128.0,2010-03-01 00:00:00.000,United Kingdom,1,630,1,263.50,1,1,2
15760.0,2010-03-01 00:00:00.000,Norway,5,630,5,-5795.87,1,1,1
17445.0,2010-03-01 00:00:00.000,United Kingdom,1,630,1,-506.51,1,1,1
14939.0,2010-03-01 00:00:00.000,Channel Islands,1,630,1,-934.66,1,1,1
16452.0,2010-01-01 00:00:00.000,United Kingdom,2,630,18,332.17,1,2,2
16508.0,2010-03-01 00:00:00.000,United Kingdom,1,629,45,248.80,1,3,1
16514.0,2010-03-01 00:00:00.000,United Kingdom,1,629,1,-134.86,1,1,1
14832.0,2010-03-01 00:00:00.000,United Kingdom,3,629,3,-274.63,1,1,1
17916.0,2009-12-01 00:00:00.000,United Kingdom,2,628,19,43.87,1,2,1
17285.0,2010-02-01 00:00:00.000,United Kingdom,2,627,49,428.34,1,3,2
17587.0,2010-03-01 00:00:00.000,United Kingdom,1,627,43,181.66,1,3,1
16397.0,2010-03-01 00:00:00.000,United Kingdom,1,627,11,127.88,1,1,1
12796.0,2010-03-01 00:00:00.000,Netherlands,1,627,7,381.00,1,1,2
12368.0,2010-03-01 00:00:00.000,Cyprus,1,627,18,917.70,1,2,3
16911.0,2010-02-01 00:00:00.000,United Kingdom,3,626,37,251.35,1,2,1
14596.0,2010-03-01 00:00:00.000,United Kingdom,1,626,57,229.47,1,3,1
16296.0,2009-12-01 00:00:00.000,United Kingdom,6,625,83,1245.97,1,4,4
16970.0,2010-03-01 00:00:00.000,United Kingdom,1,625,2,71.40,1,1,1
16578.0,2010-03-01 00:00:00.000,United Kingdom,1,625,9,156.60,1,1,1
12918.0,2010-03-01 00:00:00.000,United Kingdom,3,625,3,-10953.50,1,1,1
13445.0,2010-03-01 00:00:00.000,United Kingdom,1,625,7,241.90,1,1,1
16994.0,2010-03-01 00:00:00.000,United Kingdom,1,625,1,-779.32,1,1,1
13896.0,2010-03-01 00:00:00.000,United Kingdom,1,625,21,388.55,1,2,2
16002.0,2010-03-01 00:00:00.000,United Kingdom,1,624,42,169.21,1,3,1
16741.0,2010-03-01 00:00:00.000,United Kingdom,1,624,11,173.06,1,1,1
17072.0,2010-03-01 00:00:00.000,United Kingdom,1,624,22,282.05,1,2,2
12663.0,2010-02-01 00:00:00.000,Germany,3,624,11,204.00,1,1,1
13459.0,2010-01-01 00:00:00.000,United Kingdom,2,624,73,1160.41,1,3,3
15896.0,2010-03-01 00:00:00.000,United Kingdom,1,624,1,-1899.67,1,1,1
13100.0,2010-03-01 00:00:00.000,United Kingdom,1,624,1,-1598.67,1,1,1
16090.0,2010-03-01 00:00:00.000,United Kingdom,1,623,20,205.91,1,2,1
13409.0,2010-03-01 00:00:00.000,United Kingdom,1,623,1,-525.65,1,1,1
13401.0,2010-03-01 00:00:00.000,United Kingdom,1,623,1,-1834.14,1,1,1
14313.0,2010-03-01 00:00:00.000,United Kingdom,1,623,1,-302.31,1,1,1
15698.0,2010-03-01 00:00:00.000,United Kingdom,1,623,2,46.20,1,1,1
14330.0,2010-03-01 00:00:00.000,United Kingdom,1,623,13,200.63,1,1,1
18166.0,2010-03-01 00:00:00.000,United Kingdom,1,623,10,175.50,1,1,1
